SI#	GENE	GDS	ORGANISM	SAMPLE
582	TNFSF10	GDS5498	Homo sapiens	7
583	ANTXR2	GDS5040	Homo sapiens	6
584	TMEM184C	GDS5040	Homo sapiens	6
585	ELOVL1	GDS5040	Homo sapiens	6
586	PGK1	GDS5498	Homo sapiens	7
587	LYPLA1	GDS5040	Homo sapiens	6
588	IL6ST	GDS5040	Homo sapiens	6
589	ADM	GDS3627	Homo sapiens	58
590	LDHA	GDS5498	Homo sapiens	7
591	ACTR3	GDS5498	Homo sapiens	7
592	ETFA	GDS5498	Homo sapiens	7
593	PSAT1	GDS3627	Homo sapiens	58
594	KDM5D	GDS5247	Homo sapiens	6
595	AP1M2	GDS5040	Homo sapiens	6
596	SLC25A15	GDS5498	Homo sapiens	7
597	STON2	GDS3627	Homo sapiens	58
598	ALDH3B2	GDS3627	Homo sapiens	58
599	ZBED2	GDS5040	Homo sapiens	6
600	SMIM22	GDS3627	Homo sapiens	58
601	CGN	GDS3627	Homo sapiens	58
602	TFRC	GDS3627	Homo sapiens	58
603	CCDC68	GDS3627	Homo sapiens	58
604	FGFR2	GDS3627	Homo sapiens	58
605	PERP	GDS3627	Homo sapiens	58
606	DENND2C	GDS3627	Homo sapiens	58
607	TPD52	GDS5498	Homo sapiens	7
608	NBEA	GDS3627	Homo sapiens	58
609	STON2	GDS3627	Homo sapiens	58
610	ZFR	GDS5498	Homo sapiens	7
611	LPCAT1	GDS3627	Homo sapiens	58
612	CD274	GDS5040	Homo sapiens	6
613	PRDX3	GDS5498	Homo sapiens	7
614	SNAI2	GDS5040	Homo sapiens	6
615	STRADB	GDS5040	Homo sapiens	6
616	LIMCH1	GDS3627	Homo sapiens	58
617	SNAI2	GDS3627	Homo sapiens	58
618	CDK6	GDS5040	Homo sapiens	6
619	NEK7	GDS5040	Homo sapiens	6
620	SMAP2	GDS5040	Homo sapiens	6
621	FGFBP1	GDS5040	Homo sapiens	6
622	MAOB	GDS2490	Homo sapiens	11
623	ALDH3B1	GDS3627	Homo sapiens	58
624	LIPH	GDS3627	Homo sapiens	58
625	ATP11B	GDS3627	Homo sapiens	58
626	MST1	GDS3627	Homo sapiens	58
627	HNF1B	GDS3627	Homo sapiens	58
628	STK17A	GDS5498	Homo sapiens	7
629	GNA14	GDS3627	Homo sapiens	58
630	None	GDS3627	Homo sapiens	58
631	EPB41L4B	GDS5040	Homo sapiens	6
632	KPNA5	GDS5040	Homo sapiens	6
633	NMNAT3	GDS3627	Homo sapiens	58
634	None	GDS3627	Homo sapiens	58
635	SMS	GDS5498	Homo sapiens	7
636	IL6	GDS5040	Homo sapiens	6
637	PRKAR1A	GDS5498	Homo sapiens	7
638	BOK	GDS5498	Homo sapiens	7
639	SNORD109B	GDS5040	Homo sapiens	6
640	SNORD109B	GDS5040	Homo sapiens	6
641	None	GDS5498	Homo sapiens	7
642	ERO1A	GDS5040	Homo sapiens	6
643	ANKRD13A	GDS5040	Homo sapiens	6
644	SFXN1	GDS5040	Homo sapiens	6
645	KIF20A	GDS5040	Homo sapiens	6
646	PPP6R3	GDS5040	Homo sapiens	6
647	LAMC1	GDS5040	Homo sapiens	6
648	TMEM30B	GDS5040	Homo sapiens	6
649	LIMCH1	GDS3627	Homo sapiens	58
650	CYP1B1	GDS5040	Homo sapiens	6
651	LOC642533	GDS5040	Homo sapiens	6
652	DPY19L1	GDS5040	Homo sapiens	6
653	STRADB	GDS5040	Homo sapiens	6
654	GPR180	GDS5040	Homo sapiens	6
655	LPIN2	GDS3627	Homo sapiens	58
656	SHROOM3	GDS3627	Homo sapiens	58
657	PCCB	GDS5498	Homo sapiens	7
658	HDGFRP3	GDS3627	Homo sapiens	58
659	RP2	GDS5040	Homo sapiens	6
660	FGF9	GDS5040	Homo sapiens	6
661	DLG1	GDS3627	Homo sapiens	58
662	STK32A	GDS3627	Homo sapiens	58
663	CREBRF	GDS5040	Homo sapiens	6
664	None	GDS3627	Homo sapiens	58
665	EFS	GDS3627	Homo sapiens	58
666	SHANK2	GDS3627	Homo sapiens	58
667	XIST	GDS2491	Homo sapiens	9
668	ATP11A	GDS3627	Homo sapiens	58
669	CD55	GDS3627	Homo sapiens	58
670	DCAF12	GDS5040	Homo sapiens	6
671	JAG1	GDS3627	Homo sapiens	58
672	JAG1	GDS3627	Homo sapiens	58
673	AHNAK	GDS5040	Homo sapiens	6
674	TUBA3D	GDS5498	Homo sapiens	7
675	UBE2E4P	GDS5040	Homo sapiens	6
676	AK4	GDS5040	Homo sapiens	6
677	None	GDS2491	Homo sapiens	9
678	GRPEL2	GDS5040	Homo sapiens	6
679	BMP2K	GDS5040	Homo sapiens	6
680	IRF6	GDS3627	Homo sapiens	58
681	RNF34	GDS5040	Homo sapiens	6
682	SRPX2	GDS2491	Homo sapiens	9
683	OPN3	GDS5040	Homo sapiens	6
684	CDK19	GDS5040	Homo sapiens	6
685	LDOC1L	GDS5040	Homo sapiens	6
686	XXYLT1	GDS3627	Homo sapiens	58
687	CLPX	GDS5498	Homo sapiens	7
688	CKAP2L	GDS3627	Homo sapiens	58
689	IREB2	GDS5498	Homo sapiens	7
690	DDAH1	GDS3627	Homo sapiens	58
691	TAF9B	GDS5040	Homo sapiens	6
692	TAF9B	GDS5040	Homo sapiens	6
693	PAK2	GDS5040	Homo sapiens	6
694	PTPN14	GDS5040	Homo sapiens	6
695	TTC3P1	GDS2490	Homo sapiens	11
696	LPP	GDS2490	Homo sapiens	11
697	FCHO2	GDS5040	Homo sapiens	6
698	HMMR	GDS5040	Homo sapiens	6
699	GOLT1B	GDS5040	Homo sapiens	6
700	MT2A	GDS5498	Homo sapiens	7
701	CD55	GDS3627	Homo sapiens	58
702	MT1G	GDS5498	Homo sapiens	7
703	LOC102723897	GDS2491	Homo sapiens	9
704	FAM13A	GDS3627	Homo sapiens	58
705	UGT1A3	GDS2491	Homo sapiens	9
706	SLC37A3	GDS5040	Homo sapiens	6
707	NDUFC2-KCTD14	GDS5040	Homo sapiens	6
708	UGT1A3	GDS2491	Homo sapiens	9
709	PARD6G	GDS3627	Homo sapiens	58
710	B3GNT7	GDS3627	Homo sapiens	58
711	EPB41L5	GDS3627	Homo sapiens	58
712	UBTD1	GDS5498	Homo sapiens	7
713	SLC41A2	GDS3627	Homo sapiens	58
714	NECTIN4	GDS5040	Homo sapiens	6
715	RNPEP	GDS5498	Homo sapiens	7
716	FAM120A	GDS2489	Homo sapiens	44
717	LLGL2	GDS3627	Homo sapiens	58
718	RMI1	GDS2491	Homo sapiens	9
719	CTSO	GDS2491	Homo sapiens	9
720	ADCY2	GDS2489	Homo sapiens	44
721	MBOAT7	GDS2489	Homo sapiens	44
722	ARPC1B	GDS2489	Homo sapiens	44
723	PTPA	GDS2489	Homo sapiens	44
724	POLA2	GDS2489	Homo sapiens	44
725	DAXX	GDS2489	Homo sapiens	44
726	CAST	GDS2489	Homo sapiens	44
727	G6PD	GDS2489	Homo sapiens	44
728	PIR	GDS2489	Homo sapiens	44
729	MT1H	GDS2489	Homo sapiens	44
730	TMEM45A	GDS2490	Homo sapiens	11
731	CKB	GDS2490	Homo sapiens	11
732	TKT	GDS2489	Homo sapiens	44
733	CLCA2	GDS2491	Homo sapiens	9
734	NR1D2	GDS2491	Homo sapiens	9
735	SERPINB5	GDS2491	Homo sapiens	9
736	CBR3	GDS2491	Homo sapiens	9
737	FMO3	GDS2491	Homo sapiens	9
738	CA12	GDS2491	Homo sapiens	9
739	FLRT3	GDS2491	Homo sapiens	9
740	TYROBP	GDS2491	Homo sapiens	9
741	C6	GDS2491	Homo sapiens	9
742	LEPROT	GDS2489	Homo sapiens	44
743	HLA-DPB1	GDS2489	Homo sapiens	44
744	GDF15	GDS2489	Homo sapiens	44
745	SF3B1	GDS2490	Homo sapiens	11
746	ACTN1	GDS2490	Homo sapiens	11
747	ATP9A	GDS2490	Homo sapiens	11
748	PGD	GDS2489	Homo sapiens	44
749	SECISBP2L	GDS2491	Homo sapiens	9
750	LUC7L3	GDS2491	Homo sapiens	9
751	TMEM45A	GDS2491	Homo sapiens	9
752	ATP12A	GDS2491	Homo sapiens	9
753	JUN	GDS2491	Homo sapiens	9
754	ZRANB2	GDS2491	Homo sapiens	9
755	RNH1	GDS2491	Homo sapiens	9
756	FOXN3	GDS2491	Homo sapiens	9
757	KITLG	GDS2491	Homo sapiens	9
758	RBM14-RBM4	GDS2489	Homo sapiens	44
759	LOC100509457	GDS2490	Homo sapiens	11
760	SRSF7	GDS2490	Homo sapiens	11
761	S100A4	GDS2490	Homo sapiens	11
762	PIR	GDS2490	Homo sapiens	11
763	HSPA1B	GDS2489	Homo sapiens	44
764	GCLC	GDS2489	Homo sapiens	44
765	S100A10	GDS2489	Homo sapiens	44
766	MAFF	GDS2491	Homo sapiens	9
767	CLCA2	GDS2491	Homo sapiens	9
768	TCN1	GDS2491	Homo sapiens	9
769	DDX17	GDS2491	Homo sapiens	9
770	SLITRK6	GDS2491	Homo sapiens	9
771	LOC100652777	GDS2491	Homo sapiens	9
772	LOC101060275	GDS2491	Homo sapiens	9
773	ADGRF1	GDS2491	Homo sapiens	9
774	ASPH	GDS2491	Homo sapiens	9
775	GPX3	GDS2491	Homo sapiens	9
776	RANBP2	GDS2491	Homo sapiens	9
777	EHF	GDS2491	Homo sapiens	9
778	CLIP4	GDS2491	Homo sapiens	9
779	UGT1A1	GDS2491	Homo sapiens	9
780	UGT1A1	GDS2491	Homo sapiens	9
781	CYB561A3	GDS2491	Homo sapiens	9
782	TJP3	GDS2491	Homo sapiens	9
783	LYZ	GDS2489	Homo sapiens	44
784	TXNRD1	GDS2489	Homo sapiens	44
785	IFI30	GDS2491	Homo sapiens	9
786	None	GDS2491	Homo sapiens	9
787	CBR1	GDS2491	Homo sapiens	9
788	MALAT1	GDS2491	Homo sapiens	9
789	PSCA	GDS2491	Homo sapiens	9
790	GPX3	GDS2491	Homo sapiens	9
791	None	GDS2491	Homo sapiens	9
792	CHP2	GDS2491	Homo sapiens	9
793	ANOS1	GDS2491	Homo sapiens	9
794	LINC00623	GDS2491	Homo sapiens	9
795	NADK	GDS2491	Homo sapiens	9
796	ABCC1	GDS2491	Homo sapiens	9
797	AK8	GDS2491	Homo sapiens	9
798	MT1HL1	GDS2490	Homo sapiens	11
799	CLDN10	GDS2490	Homo sapiens	11
800	NQO1	GDS2490	Homo sapiens	11
801	ACTG1P4	GDS2490	Homo sapiens	11
802	MT1X	GDS2490	Homo sapiens	11
803	MUC5B	GDS2489	Homo sapiens	44
804	LYZ	GDS2489	Homo sapiens	44
805	RNF130	GDS2490	Homo sapiens	11
806	QSOX1	GDS2489	Homo sapiens	44
807	ND6	GDS3138	Homo sapiens	4
808	KRT19	GDS3138	Homo sapiens	4
809	SCD	GDS3138	Homo sapiens	4
810	PPME1	GDS3138	Homo sapiens	4
811	SRM	GDS3138	Homo sapiens	4
812	UTP4	GDS3138	Homo sapiens	4
813	SNORD88C	GDS3138	Homo sapiens	4
814	FARSB	GDS3138	Homo sapiens	4
815	NOP16	GDS3138	Homo sapiens	4
816	IQGAP1	GDS3138	Homo sapiens	4
817	IDH1	GDS3138	Homo sapiens	4
818	MRTO4	GDS3138	Homo sapiens	4
819	SNORA17B	GDS3138	Homo sapiens	4
820	VPS25	GDS3138	Homo sapiens	4
821	TUBA4A	GDS3138	Homo sapiens	4
822	TTC3P1	GDS2490	Homo sapiens	11
823	GCLM	GDS2490	Homo sapiens	11
824	H19	GDS2489	Homo sapiens	44
825	ALDH3B1	GDS2490	Homo sapiens	11
826	ADD3	GDS2490	Homo sapiens	11
827	ARFIP2	GDS2489	Homo sapiens	44
828	IER3	GDS2491	Homo sapiens	9
829	MUCL1	GDS2491	Homo sapiens	9
830	GPX2	GDS2491	Homo sapiens	9
831	TKT	GDS2491	Homo sapiens	9
832	EGR1	GDS2491	Homo sapiens	9
833	GSTA3	GDS2491	Homo sapiens	9
834	RARRES1	GDS2491	Homo sapiens	9
835	KRT15	GDS2491	Homo sapiens	9
836	GSR	GDS2491	Homo sapiens	9
837	CLCA2	GDS2491	Homo sapiens	9
838	SLC4A4	GDS2491	Homo sapiens	9
839	MFSD4A	GDS2491	Homo sapiens	9
840	KLF6	GDS2491	Homo sapiens	9
841	ADAM28	GDS2491	Homo sapiens	9
842	CTSD	GDS2491	Homo sapiens	9
843	SERBP1	GDS2491	Homo sapiens	9
844	BNIP3L	GDS2491	Homo sapiens	9
845	BLVRA	GDS2491	Homo sapiens	9
846	TRAK1	GDS2491	Homo sapiens	9
847	ADNP	GDS2491	Homo sapiens	9
848	ATP6AP1	GDS2489	Homo sapiens	44
849	MUC5B	GDS2490	Homo sapiens	11
850	PROS1	GDS2490	Homo sapiens	11
851	ADH7	GDS2489	Homo sapiens	44
852	ADH7	GDS2490	Homo sapiens	11
853	RPS15	GDS2489	Homo sapiens	44
854	JUN	GDS2491	Homo sapiens	9
855	TKT	GDS2491	Homo sapiens	9
856	SAMHD1	GDS2491	Homo sapiens	9
857	PGD	GDS2491	Homo sapiens	9
858	MYADM	GDS2491	Homo sapiens	9
859	RARRES1	GDS2491	Homo sapiens	9
860	HNMT	GDS2491	Homo sapiens	9
861	PAFAH1B1	GDS2491	Homo sapiens	9
862	NQO1	GDS2490	Homo sapiens	11
863	AKR1C3	GDS2490	Homo sapiens	11
864	C3	GDS2490	Homo sapiens	11
865	TXNRD1	GDS2490	Homo sapiens	11
866	TALDO1	GDS2489	Homo sapiens	44
867	TNPO1	GDS2490	Homo sapiens	11
868	SH3BGRL	GDS2490	Homo sapiens	11
869	PYGB	GDS3138	Homo sapiens	4
870	DUSP5	GDS3138	Homo sapiens	4
871	MIR612	GDS2491	Homo sapiens	9
872	CLDN10	GDS2491	Homo sapiens	9
873	PRKAR1A	GDS2491	Homo sapiens	9
874	SERPINB11	GDS2491	Homo sapiens	9
875	CLCA2	GDS2491	Homo sapiens	9
876	NTS	GDS2491	Homo sapiens	9
877	PIR	GDS2491	Homo sapiens	9
878	HTATIP2	GDS2491	Homo sapiens	9
879	ALDH1A3	GDS2491	Homo sapiens	9
880	LITAF	GDS2491	Homo sapiens	9
881	BSG	GDS2491	Homo sapiens	9
882	CRIP1	GDS2490	Homo sapiens	11
883	SFN	GDS2490	Homo sapiens	11
884	GCLC	GDS2490	Homo sapiens	11
885	SERPINB4	GDS2491	Homo sapiens	9
886	ABHD2	GDS2491	Homo sapiens	9
887	CEACAM5	GDS2491	Homo sapiens	9
888	C3	GDS2491	Homo sapiens	9
889	TRIM22	GDS2491	Homo sapiens	9
890	PROS1	GDS2491	Homo sapiens	9
891	IER2	GDS2491	Homo sapiens	9
892	NQO1	GDS2491	Homo sapiens	9
893	CLDN3	GDS2491	Homo sapiens	9
894	PTPRZ1	GDS2491	Homo sapiens	9
895	GALNT12	GDS2491	Homo sapiens	9
896	IL6ST	GDS2491	Homo sapiens	9
897	ARF6	GDS2491	Homo sapiens	9
898	HLA-DRA	GDS2490	Homo sapiens	11
899	LOC101930400	GDS2490	Homo sapiens	11
900	HLA-DRA	GDS2490	Homo sapiens	11
901	ALDH3A1	GDS2490	Homo sapiens	11
902	HIST2H2AA4	GDS2490	Homo sapiens	11
903	ATP6V1G2-DDX39B	GDS2490	Homo sapiens	11
904	MGST1	GDS2489	Homo sapiens	44
905	HLA-DRB1	GDS2489	Homo sapiens	44
906	ALDOA	GDS2489	Homo sapiens	44
907	EIF3CL	GDS2489	Homo sapiens	44
908	RPS9	GDS2489	Homo sapiens	44
909	RPL14	GDS2489	Homo sapiens	44
910	NDUFA11	GDS3138	Homo sapiens	4
911	RPL35A	GDS3138	Homo sapiens	4
912	ERRFI1	GDS3138	Homo sapiens	4
913	PRELID1	GDS3138	Homo sapiens	4
914	NPM1	GDS3138	Homo sapiens	4
915	TMEM14B	GDS3138	Homo sapiens	4
916	SLIRP	GDS3138	Homo sapiens	4
917	RPL36	GDS3138	Homo sapiens	4
918	PLAC8	GDS3138	Homo sapiens	4
919	PHLDA1	GDS3138	Homo sapiens	4
920	POMP	GDS3138	Homo sapiens	4
921	LOC101929876	GDS3138	Homo sapiens	4
922	EEF1D	GDS3138	Homo sapiens	4
923	RPS9	GDS3138	Homo sapiens	4
924	RPL17-C18orf32	GDS3138	Homo sapiens	4
925	RPL17-C18orf32	GDS3138	Homo sapiens	4
926	FBL	GDS3138	Homo sapiens	4
927	NQO1	GDS3138	Homo sapiens	4
928	TUBA1A	GDS3138	Homo sapiens	4
929	C1QBP	GDS3138	Homo sapiens	4
930	TFRC	GDS3138	Homo sapiens	4
931	ATP5L	GDS3138	Homo sapiens	4
932	ATP5G3	GDS3138	Homo sapiens	4
933	SNRPA1	GDS3138	Homo sapiens	4
934	SNRPG	GDS3138	Homo sapiens	4
935	SNRPE	GDS3138	Homo sapiens	4
936	EEF1D	GDS3138	Homo sapiens	4
937	NDUFA1	GDS3138	Homo sapiens	4
938	CKS1B	GDS3138	Homo sapiens	4
939	SRGN	GDS3138	Homo sapiens	4
940	NEDD8	GDS3138	Homo sapiens	4
941	NME1	GDS3138	Homo sapiens	4
942	NME1-NME2	GDS3138	Homo sapiens	4
943	SNORD18C	GDS3138	Homo sapiens	4
944	COX7C	GDS3138	Homo sapiens	4
945	CD9	GDS3138	Homo sapiens	4
946	LOC101927137	GDS3138	Homo sapiens	4
947	KARS	GDS3138	Homo sapiens	4
948	SNRPD2	GDS3138	Homo sapiens	4
949	PSMB7	GDS3138	Homo sapiens	4
950	SOD1	GDS3138	Homo sapiens	4
951	LASP1	GDS3138	Homo sapiens	4
952	RPL17-C18orf32	GDS3138	Homo sapiens	4
953	MIR6805	GDS3138	Homo sapiens	4
954	AQP3	GDS2491	Homo sapiens	9
955	SCGB3A1	GDS2491	Homo sapiens	9
956	RPL10A	GDS2491	Homo sapiens	9
957	RPS16	GDS2491	Homo sapiens	9
958	SNORD24	GDS2491	Homo sapiens	9
959	ND4	GDS2491	Homo sapiens	9
960	SNORD24	GDS2491	Homo sapiens	9
961	HBA2	GDS2491	Homo sapiens	9
962	HBB	GDS2491	Homo sapiens	9
963	AKR1C1	GDS2491	Homo sapiens	9
964	CD24	GDS2491	Homo sapiens	9
965	RPL3	GDS2491	Homo sapiens	9
966	PABPC1	GDS2491	Homo sapiens	9
967	HBA2	GDS2491	Homo sapiens	9
968	HSP90AA1	GDS2491	Homo sapiens	9
969	RPL24	GDS2491	Homo sapiens	9
970	SAT1	GDS2491	Homo sapiens	9
971	RPS7	GDS2491	Homo sapiens	9
972	RPSAP19	GDS2491	Homo sapiens	9
973	None	GDS2491	Homo sapiens	9
974	FTL	GDS2491	Homo sapiens	9
975	SET	GDS2491	Homo sapiens	9
976	FTL	GDS2491	Homo sapiens	9
977	LCN2	GDS2491	Homo sapiens	9
978	RPLP0	GDS2491	Homo sapiens	9
979	HBB	GDS2491	Homo sapiens	9
980	FTH1P5	GDS2491	Homo sapiens	9
981	SNORD83B	GDS2491	Homo sapiens	9
982	NQO1	GDS2491	Homo sapiens	9
983	CYP4B1	GDS2491	Homo sapiens	9
984	CD24	GDS2491	Homo sapiens	9
985	SERPINB3	GDS2491	Homo sapiens	9
986	LOC100653057	GDS2491	Homo sapiens	9
987	HBB	GDS2491	Homo sapiens	9
988	SNORD68	GDS2491	Homo sapiens	9
989	TXN	GDS2491	Homo sapiens	9
990	RPLP0	GDS2491	Homo sapiens	9
991	CLU	GDS2491	Homo sapiens	9
992	DDX17	GDS2491	Homo sapiens	9
993	RPL39	GDS2491	Homo sapiens	9
994	CAPN2	GDS2491	Homo sapiens	9
995	RPS14	GDS2491	Homo sapiens	9
996	SCGB1A1	GDS2491	Homo sapiens	9
997	AKR1C1	GDS2491	Homo sapiens	9
998	HBA2	GDS2491	Homo sapiens	9
999	SLPI	GDS2491	Homo sapiens	9
1000	EPHX1	GDS2491	Homo sapiens	9
1001	ANXA2	GDS2491	Homo sapiens	9
1002	TALDO1	GDS2491	Homo sapiens	9
1003	RPL37A	GDS2491	Homo sapiens	9
1004	SNORD83B	GDS2491	Homo sapiens	9
1005	RPS29	GDS2491	Homo sapiens	9
1006	DUSP1	GDS2491	Homo sapiens	9
1007	RPLP0	GDS2491	Homo sapiens	9
1008	RPS23	GDS2491	Homo sapiens	9
1009	EPAS1	GDS2491	Homo sapiens	9
1010	RPS15A	GDS2491	Homo sapiens	9
1011	RPL7	GDS2491	Homo sapiens	9
1012	SNORD73A	GDS2491	Homo sapiens	9
1013	RPL9	GDS2491	Homo sapiens	9
1014	RPL19	GDS2491	Homo sapiens	9
1015	RPL21P28	GDS2491	Homo sapiens	9
1016	MALAT1	GDS2491	Homo sapiens	9
1017	ATP6	GDS2491	Homo sapiens	9
1018	HBA2	GDS2490	Homo sapiens	11
1019	LOC101928826	GDS2490	Homo sapiens	11
1020	ANXA2	GDS2490	Homo sapiens	11
1021	EEF1A1	GDS2490	Homo sapiens	11
1022	LOC101060363	GDS2490	Homo sapiens	11
1023	TUBA1B	GDS2490	Homo sapiens	11
1024	RPL17-C18orf32	GDS2490	Homo sapiens	11
1025	LOC101060363	GDS2490	Homo sapiens	11
1026	LOC101928826	GDS2490	Homo sapiens	11
1027	FTH1P5	GDS2490	Homo sapiens	11
1028	PTPRO	GDS2490	Homo sapiens	11
1029	ANXA2	GDS2490	Homo sapiens	11
1030	MSMB	GDS2490	Homo sapiens	11
1031	PRDX1	GDS2490	Homo sapiens	11
1032	MSMB	GDS2490	Homo sapiens	11
1033	AKR1C1	GDS2490	Homo sapiens	11
1034	RPL23A	GDS2490	Homo sapiens	11
1035	B2M	GDS2490	Homo sapiens	11
1036	LOC101060363	GDS2490	Homo sapiens	11
1037	RPL32	GDS2490	Homo sapiens	11
1038	RPS24	GDS2490	Homo sapiens	11
1039	RPS27A	GDS2490	Homo sapiens	11
1040	MUC5AC	GDS2489	Homo sapiens	44
1041	LOC101928826	GDS2489	Homo sapiens	44
1042	SNORD73A	GDS2489	Homo sapiens	44
1043	RPS16	GDS2489	Homo sapiens	44
1044	ANXA2	GDS2489	Homo sapiens	44
1045	TOMM5	GDS3138	Homo sapiens	4
1046	MRPS15	GDS3138	Homo sapiens	4
1047	TIMM23B	GDS3138	Homo sapiens	4
1048	NDUFA11	GDS3138	Homo sapiens	4
1049	TOMM5	GDS3138	Homo sapiens	4
1050	PRKAR2A	GDS3138	Homo sapiens	4
1051	MINOS1	GDS3138	Homo sapiens	4
1052	MRPL47	GDS3138	Homo sapiens	4
1053	SF3B6	GDS3138	Homo sapiens	4
1054	TMEM126A	GDS3138	Homo sapiens	4
1055	SLC38A2	GDS3138	Homo sapiens	4
1056	SPANXA2	GDS3138	Homo sapiens	4
1057	SLCO4A1	GDS3138	Homo sapiens	4
1058	U2AF2	GDS3138	Homo sapiens	4
1059	MCTS1	GDS3138	Homo sapiens	4
1060	HIGD1A	GDS3138	Homo sapiens	4
1061	C1QBP	GDS3138	Homo sapiens	4
1062	KRT10	GDS3138	Homo sapiens	4
1063	DNAJC9	GDS3138	Homo sapiens	4
1064	EIF3K	GDS3138	Homo sapiens	4
1065	RRM2	GDS3138	Homo sapiens	4
1066	CDKN3	GDS3138	Homo sapiens	4
1067	PSMC5	GDS3138	Homo sapiens	4
1068	VDAC3	GDS3138	Homo sapiens	4
1069	MRPL3	GDS3138	Homo sapiens	4
1070	SAP18	GDS3138	Homo sapiens	4
1071	GNG5	GDS3138	Homo sapiens	4
1072	PRMT1	GDS3138	Homo sapiens	4
1073	CNBP	GDS3138	Homo sapiens	4
1074	HSPE1	GDS3138	Homo sapiens	4
1075	FEN1	GDS3138	Homo sapiens	4
1076	MRPL57	GDS3138	Homo sapiens	4
1077	SAT1	GDS3138	Homo sapiens	4
1078	MAD2L1	GDS3138	Homo sapiens	4
1079	FH	GDS3138	Homo sapiens	4
1080	ADM	GDS3138	Homo sapiens	4
1081	TCEB1	GDS3138	Homo sapiens	4
1082	SSBP1	GDS3138	Homo sapiens	4
1083	RANBP1	GDS3138	Homo sapiens	4
1084	FABP5	GDS3138	Homo sapiens	4
1085	ATP5J	GDS3138	Homo sapiens	4
1086	NDUFAB1	GDS3138	Homo sapiens	4
1087	LDLR	GDS3138	Homo sapiens	4
1088	NSA2	GDS3138	Homo sapiens	4
1089	IMPDH2	GDS3138	Homo sapiens	4
1090	MIR7703	GDS3138	Homo sapiens	4
1091	EIF3H	GDS3138	Homo sapiens	4
1092	DDX39A	GDS3138	Homo sapiens	4
1093	CACYBP	GDS3138	Homo sapiens	4
1094	CST3	GDS3138	Homo sapiens	4
1095	RARS	GDS3138	Homo sapiens	4
1096	PSMC3	GDS3138	Homo sapiens	4
1097	EIF2S1	GDS3138	Homo sapiens	4
1098	CYC1	GDS3138	Homo sapiens	4
1099	PAICS	GDS3138	Homo sapiens	4
1100	CCT8	GDS3138	Homo sapiens	4
1101	ODC1	GDS3138	Homo sapiens	4
1102	CDKN3	GDS3138	Homo sapiens	4
1103	CDC42	GDS2491	Homo sapiens	9
1104	KLF4	GDS2491	Homo sapiens	9
1105	MUC5AC	GDS2491	Homo sapiens	9
1106	MUC5AC	GDS2491	Homo sapiens	9
1107	FTH1	GDS2491	Homo sapiens	9
1108	LOC101930400	GDS2491	Homo sapiens	9
1109	LOC101930400	GDS2491	Homo sapiens	9
1110	ALDH3A1	GDS2491	Homo sapiens	9
1111	NQO1	GDS2491	Homo sapiens	9
1112	TXNRD1	GDS2491	Homo sapiens	9
1113	AKR1C1	GDS2490	Homo sapiens	11
1114	MUC5AC	GDS2490	Homo sapiens	11
1115	MUC5AC	GDS2490	Homo sapiens	11
1116	GAPDH	GDS2490	Homo sapiens	11
1117	MT2A	GDS2490	Homo sapiens	11
1118	CEACAM6	GDS2490	Homo sapiens	11
1119	LOC101930400	GDS2490	Homo sapiens	11
1120	NQO1	GDS2490	Homo sapiens	11
1121	TXN	GDS2490	Homo sapiens	11
1122	HLA-DRB1	GDS2490	Homo sapiens	11
1123	DUSP1	GDS2490	Homo sapiens	11
1124	MSMB	GDS2489	Homo sapiens	44
1125	SNORA3A	GDS2489	Homo sapiens	44
1126	ALDH3A1	GDS2489	Homo sapiens	44
1127	DCAF13	GDS3138	Homo sapiens	4
1128	TXNDC17	GDS3138	Homo sapiens	4
1129	EIF3K	GDS3138	Homo sapiens	4
1130	SPANXA2	GDS3138	Homo sapiens	4
1131	EIF3K	GDS3138	Homo sapiens	4
1132	ID1	GDS3138	Homo sapiens	4
1133	DUSP6	GDS3138	Homo sapiens	4
1134	FDFT1	GDS3138	Homo sapiens	4
1135	NDUFS6	GDS3138	Homo sapiens	4
1136	SH2B3	GDS3138	Homo sapiens	4
1137	ADSL	GDS3138	Homo sapiens	4
1138	RRM2	GDS3138	Homo sapiens	4
1139	TIMP3	GDS3138	Homo sapiens	4
1140	PAICS	GDS3138	Homo sapiens	4
1141	MIR1292	GDS3138	Homo sapiens	4
1142	PSAP	GDS3138	Homo sapiens	4
1143	SCD	GDS3138	Homo sapiens	4
1144	PHB	GDS3138	Homo sapiens	4
1145	RUVBL2	GDS3138	Homo sapiens	4
1146	MUC20	GDS2491	Homo sapiens	9
1147	ADH7	GDS2491	Homo sapiens	9
1148	AKR1C1	GDS2489	Homo sapiens	44
1149	MRPS18C	GDS3138	Homo sapiens	4
1150	CMSS1	GDS3138	Homo sapiens	4
1151	RBM8A	GDS3138	Homo sapiens	4
1152	MRPL20	GDS3138	Homo sapiens	4
1153	HERPUD1	GDS3138	Homo sapiens	4
1154	LOC101060817	GDS3138	Homo sapiens	4
1155	PTGES	GDS3138	Homo sapiens	4
1156	MSMO1	GDS3138	Homo sapiens	4
1157	PSMG1	GDS3138	Homo sapiens	4
1158	MARCKSL1	GDS3138	Homo sapiens	4
1159	NDRG1	GDS3138	Homo sapiens	4
1160	TK1	GDS3138	Homo sapiens	4
